"","Block_y","Tract","BID","Pdamage_avg","inv_dist_avg","Pdamage_PR","Efficiency_PR","SVI_PR_total","metric_sum","metric_PR","metric_wosvi_sum","metric_wosvi_PR"
"149",3014,514,3014514,0,0.0126636399491533,0.327319587628866,0.572164948453608,0.00515463917525773,0.301546391752577,0.128865979381443,0.449742268041237,0.47680412371134
"150",3015,514,3015514,0,0.0140411949228293,0.327319587628866,0.530927835051546,0.262886597938144,0.373711340206186,0.283505154639175,0.429123711340206,0.443298969072165
"151",3016,514,3016514,0,0.013494771601541,0.327319587628866,0.556701030927835,0.969072164948454,0.617697594501718,0.747422680412371,0.44201030927835,0.469072164948454
"152",3017,514,3017514,0,0.0117647058823529,0.327319587628866,0.592783505154639,0.798969072164949,0.573024054982818,0.649484536082474,0.460051546391753,0.5
"153",3018,514,3018514,0,0.0138906753560429,0.327319587628866,0.54639175257732,0.469072164948454,0.447594501718213,0.469072164948454,0.436855670103093,0.458762886597938
"154",3019,514,3019514,0,0.0139866979655712,0.327319587628866,0.541237113402062,0.489690721649485,0.452749140893471,0.494845360824742,0.434278350515464,0.45360824742268
"155",3020,514,3020514,0,0.0113164451827243,0.327319587628866,0.597938144329897,0.0721649484536082,0.332474226804124,0.201030927835052,0.462628865979381,0.505154639175258
"156",3021,514,3021514,0,0.0118734648199518,0.327319587628866,0.587628865979381,0.47680412371134,0.463917525773196,0.510309278350515,0.457474226804124,0.494845360824742
"157",3025,514,3025514,2.77777777777778e-09,0.00688577150723658,0.654639175257732,0.876288659793814,0.20360824742268,0.578178694158076,0.670103092783505,0.765463917525773,0.809278350515464
"158",3026,514,3026514,0,0.00790625,0.327319587628866,0.783505154639175,0.943298969072165,0.684707903780069,0.829896907216495,0.555412371134021,0.670103092783505
"159",3027,514,3027514,0,0.00668825170778111,0.327319587628866,0.88659793814433,0.0360824742268041,0.416666666666667,0.365979381443299,0.606958762886598,0.721649484536082
"160",3028,514,3028514,0,0.00663542574832898,0.327319587628866,0.891752577319588,0.219072164948454,0.479381443298969,0.528350515463918,0.609536082474227,0.731958762886598
"161",3029,514,3029514,0,0.00851793964143902,0.327319587628866,0.737113402061856,0.231958762886598,0.43213058419244,0.404639175257732,0.532216494845361,0.628865979381443
"162",3030,514,3030514,0.00401966142857143,0.00706427612313615,0.798969072164949,0.855670103092783,0.219072164948454,0.624570446735395,0.762886597938144,0.827319587628866,0.853092783505155
"163",3031,514,3031514,0,0.0072054158841197,0.327319587628866,0.829896907216495,0.572164948453608,0.576460481099656,0.65979381443299,0.57860824742268,0.695876288659794
"164",3032,514,3032514,0.101043,0.00909767595732363,0.95360824742268,0.701030927835051,0.175257731958763,0.609965635738832,0.731958762886598,0.827319587628866,0.853092783505155
"165",3033,514,3033514,1e-07,0.00793650793650794,0.75,0.778350515463918,0.252577319587629,0.593642611683849,0.695876288659794,0.764175257731959,0.804123711340206
"166",3034,514,3034514,0,0.00806451612903226,0.327319587628866,0.757731958762887,0.278350515463918,0.45446735395189,0.5,0.542525773195876,0.644329896907217
"167",3036,514,3036514,0.2069521775,0.00712809355788808,0.989690721649485,0.845360824742268,0.0412371134020619,0.625429553264605,0.768041237113402,0.917525773195876,0.969072164948454
