,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"(7413, 'dyne')",4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,2.768041237113401,1.2989690721649478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(7413, 'dyn1')",4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,3.690721649484535,2.768041237113401,2.046391752577319,1.2989690721649478,0.706185567010309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(7413, 'dyn2')",4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,2.046391752577319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(7413, 'dyn3')",4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,4.443298969072164,2.768041237113401,1.2989690721649478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(7537, 'dyne')",35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,34.074742268041234,32.23453608247423,30.249999999999996,27.466494845360824,24.667525773195877,21.86340206185567,19.22938144329897,16.63144329896907,11.71907216494845,6.420103092783505,2.1237113402061847,0.0,0.0
"(7537, 'dyn1')",35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,33.2139175257732,30.249999999999996,27.466494845360824,24.667525773195877,21.86340206185567,19.22938144329897,15.914948453608245,12.528350515463917,9.023195876288659,5.75,1.4690721649484528,0.0,0.0
"(7537, 'dyn2')",35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,34.074742268041234,32.23453608247423,28.394329896907216,24.667525773195877,21.048969072164947,17.590206185567006,14.09020618556701,10.889175257731956,7.2242268041237105,4.27319587628866,1.4690721649484528,0.0,0.0
"(7537, 'dyn3')",35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,35.920103092783506,32.93556701030928,29.997422680412367,27.10567010309278,22.394329896907212,17.899484536082472,13.569587628865978,9.440721649484535,7.072164948453608,4.829896907216495,2.690721649484536,0.0,0.0,0.0
"(9689, 'dyne')",15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,13.899484536082477,12.105670103092786,10.59536082474227,8.332474226804125,5.920103092783506,3.50257731958763,1.3041237113402069,0.0,0.0,0.0,0.0,0.0,0.0
"(9689, 'dyn1')",15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,13.899484536082477,12.105670103092786,10.59536082474227,9.033505154639176,7.600515463917527,5.920103092783506,4.342783505154641,2.72938144329897,1.3041237113402069,0.0,0.0,0.0,0.0
"(9689, 'dyn2')",15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,14.80670103092784,13.899484536082477,12.105670103092786,10.59536082474227,9.033505154639176,7.600515463917527,5.920103092783506,4.342783505154641,2.72938144329897,1.3041237113402069,0.0,0.0,0.0
"(9689, 'dyn3')",15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,15.73969072164949,14.80670103092784,13.89432989690722,12.987113402061858,12.105670103092786,11.260309278350519,10.420103092783508,9.585051546391755,7.172680412371135,4.8453608247422695,2.644329896907217,1.943298969072166,0.0,0.0
