"","Block_y","Tract","BID","Pdamage_avg","inv_dist_avg","Pdamage_PR","Efficiency_PR","SVI_PR_total","metric_sum","metric_PR"
"1",1000,515,1000515,0,0.072008547008547,0.327319587628866,0.0360824742268041,0.585051546391753,0.449484536082474,0.443298969072165
"2",1001,514,1001514,0.0284718304761905,0.00602839944959834,0.881443298969072,0.896907216494845,0.518041237113402,0.630154639175258,0.680412371134021
"3",1001,515,1001515,3.33333333333333e-08,0.0326619980873618,0.698453608247423,0.185567010309278,0.371134020618557,0.366752577319588,0.329896907216495
"4",1002,514,1002514,0.0728365385714286,0.0023327112769928,0.922680412371134,0.917525773195876,0.577319587628866,0.679896907216495,0.742268041237113
"5",1003,514,1003514,0.109959724,0.00877812457195988,0.963917525773196,0.690721649484536,0.891752577319588,0.858762886597938,0.948453608247423
"6",1003,515,1003515,6.66666666666667e-08,0.0503205128205128,0.724226804123711,0.0670103092783505,1,0.785824742268041,0.88659793814433
"7",1004,515,1004515,1e-07,0.0486333927510398,0.75,0.0876288659793814,0.927835051546392,0.742010309278351,0.824742268041237
"8",1005,514,1005514,0.0971567671428571,0.00849951923264235,0.948453608247423,0.706185567010309,0.88659793814433,0.856701030927835,0.943298969072165
"9",1005,515,1005515,0,0.175769230769231,0.327319587628866,0.00515463917525773,0.984536082474227,0.722938144329897,0.809278350515464
"10",1006,514,1006514,0.0164314377777778,0.00518593209904666,0.850515463917526,0.907216494845361,0.855670103092783,0.865463917525773,0.963917525773196
"11",1006,515,1006515,0,0.0352408573901449,0.327319587628866,0.149484536082474,0.646907216494845,0.515463917525773,0.536082474226804
"12",1007,515,1007515,0,0.0353183119648173,0.327319587628866,0.144329896907216,0.185567010309278,0.191494845360825,0.077319587628866
"13",1008,514,1008514,0.0207039433333333,0,0.876288659793814,0.963917525773196,0.963917525773196,0.955154639175258,0.994845360824742
"14",1008,515,1008515,0,0.0286507468398688,0.327319587628866,0.237113402061856,0.396907216494845,0.357989690721649,0.29639175257732
"15",1008,516,1008516,1.42857142857143e-08,0.0238114568672664,0.664948453608247,0.293814432989691,0.324742268041237,0.352577319587629,0.278350515463918
"16",1009,515,1009515,0.00357453888888889,0.0227848332531285,0.793814432989691,0.319587628865979,0.907216494845361,0.778350515463917,0.881443298969072
"17",1009,516,1009516,0,0.0223214285714286,0.327319587628866,0.34020618556701,0.360824742268041,0.353350515463917,0.283505154639175
"18",1010,514,1010514,0.0518811116666667,0.0059831638866104,0.907216494845361,0.902061855670103,0.716494845360825,0.772680412371134,0.871134020618557
"19",1010,515,1010515,0.00728075545454545,0.00606060606060606,0.824742268041237,0.891752577319588,0.850515463917526,0.856185567010309,0.938144329896907
"20",1011,514,1011514,0.00719052846153846,0.00634396483874058,0.819587628865979,0.881443298969072,0.22680412371134,0.417010309278351,0.396907216494845
"21",1011,515,1011515,7.5e-08,0.0200308287505868,0.731958762886598,0.365979381443299,0.61340206185567,0.575773195876289,0.608247422680412
"22",1011,516,1011516,0.00837212,0,0.829896907216495,0.963917525773196,0.494845360824742,0.622164948453608,0.670103092783505
"23",1012,514,1012514,0.0630279872727273,0.00696347071469738,0.917525773195876,0.824742268041237,0.118556701030928,0.339690721649484,0.257731958762887
"24",1012,515,1012515,0,0.0351021527492116,0.327319587628866,0.154639175257732,0.20360824742268,0.206185567010309,0.103092783505155
"25",1012,516,1012516,1e-07,0,0.75,0.963917525773196,0.268041237113402,0.455412371134021,0.469072164948454
"26",1013,514,1013514,0.34117112,0.010989010989011,1,0.597938144329897,0.345360824742268,0.461340206185567,0.484536082474227
"27",1013,515,1013515,2e-08,0.0345561880666245,0.670103092783505,0.15979381443299,0.422680412371134,0.394845360824742,0.381443298969072
"28",1013,516,1013516,1e-07,0,0.75,0.963917525773196,0.621134020618557,0.702577319587629,0.778350515463918
"29",1014,514,1014514,0.040685178,0.00746834540304582,0.88659793814433,0.778350515463918,0.737113402061856,0.760309278350516,0.850515463917526
"30",1014,515,1014515,0,0.0476190476190476,0.327319587628866,0.0927835051546392,0.922680412371134,0.697164948453608,0.768041237113402
"31",1014,516,1014516,0.01835121,0,0.865979381443299,0.963917525773196,0.948453608247423,0.943298969072165,0.989690721649485
"32",1015,515,1015515,0,0.0384615384615385,0.327319587628866,0.118556701030928,0.463917525773196,0.381185567010309,0.355670103092784
"33",1015,516,1015516,0.01686409375,0,0.855670103092783,0.963917525773196,0.902061855670103,0.90979381443299,0.974226804123711
"34",1016,514,1016514,0.174336418333333,0.00780052100192911,0.984536082474227,0.757731958762887,0.664948453608247,0.715463917525773,0.798969072164949
"35",1016,515,1016515,0,0.0792616629210832,0.327319587628866,0.0257731958762887,0.597938144329897,0.456443298969072,0.474226804123711
"36",1016,516,1016516,1e-07,0,0.75,0.963917525773196,0.561855670103093,0.661082474226804,0.706185567010309
"37",1017,514,1017514,6e-08,0,0.716494845360825,0.963917525773196,0.690721649484536,0.747938144329897,0.84020618556701
"38",1017,515,1017515,0,0.0561557456734087,0.327319587628866,0.0515463917525773,0.195876288659794,0.180154639175258,0.0618556701030928
"39",1017,516,1017516,0.00485039769230769,0.00714016375781082,0.809278350515464,0.804123711340206,0.829896907216495,0.822680412371134,0.912371134020619
"40",1018,514,1018514,0.011653895,0.0105684725775948,0.84020618556701,0.603092783505155,0.355670103092784,0.45360824742268,0.458762886597938
"41",1018,515,1018515,0,0.032258064516129,0.327319587628866,0.190721649484536,0.556701030927835,0.460567010309278,0.479381443298969
"42",1018,516,1018516,0,0.029033865101456,0.327319587628866,0.231958762886598,0.286082474226804,0.279381443298969,0.195876288659794
"43",1019,514,1019514,0.0951458825,0.00723631653938559,0.943298969072165,0.793814432989691,0.865979381443299,0.859278350515464,0.95360824742268
"44",1019,515,1019515,0,0.0373925619657625,0.327319587628866,0.134020618556701,0.551546391752577,0.445618556701031,0.427835051546392
"45",1019,516,1019516,0,0.0341689385807033,0.327319587628866,0.164948453608247,0.154639175257732,0.173969072164948,0.0567010309278351
