"","Block_y","Tract","BID","Pdamage_avg","inv_dist_avg","Pdamage_PR","Efficiency_PR","SVI_PR_total","metric_sum","metric_PR"
"1",1000,515,1000515,0,0.072008547008547,0.327319587628866,0.0360824742268041,0.585051546391753,0.47860824742268,0.505154639175258
"2",1001,514,1001514,0.0284718304761905,0.00602839944959834,0.881443298969072,0.896907216494845,0.518041237113402,0.62860824742268,0.680412371134021
"3",1001,515,1001515,3.33333333333333e-08,0.0326619980873618,0.698453608247423,0.185567010309278,0.371134020618557,0.418041237113402,0.412371134020619
"4",1002,514,1002514,0.0728365385714286,0.0023327112769928,0.922680412371134,0.917525773195876,0.577319587628866,0.680412371134021,0.742268041237113
"5",1003,514,1003514,0.109959724,0.00877812457195988,0.963917525773196,0.690721649484536,0.891752577319588,0.886082474226804,0.969072164948454
"6",1003,515,1003515,6.66666666666667e-08,0.0503205128205128,0.724226804123711,0.0670103092783505,1,0.851546391752577,0.938144329896907
"7",1004,515,1004515,1e-07,0.0486333927510398,0.75,0.0876288659793814,0.927835051546392,0.808247422680412,0.896907216494845
"8",1005,514,1005514,0.0971567671428571,0.00849951923264235,0.948453608247423,0.706185567010309,0.88659793814433,0.880927835051546,0.958762886597938
"9",1005,515,1005515,0,0.175769230769231,0.327319587628866,0.00515463917525773,0.984536082474227,0.755154639175258,0.84020618556701
"10",1006,514,1006514,0.0164314377777778,0.00518593209904666,0.850515463917526,0.907216494845361,0.855670103092783,0.85979381443299,0.948453608247423
"11",1006,515,1006515,0,0.0352408573901449,0.327319587628866,0.149484536082474,0.646907216494845,0.533247422680412,0.551546391752577
"12",1007,515,1007515,0,0.0353183119648173,0.327319587628866,0.144329896907216,0.185567010309278,0.20979381443299,0.134020618556701
"13",1008,514,1008514,0.0207039433333333,0,0.876288659793814,0.963917525773196,0.963917525773196,0.94639175257732,0.994845360824742
"14",1008,515,1008515,0,0.0286507468398688,0.327319587628866,0.237113402061856,0.396907216494845,0.36701030927835,0.319587628865979
"15",1008,516,1008516,1.42857142857143e-08,0.0238114568672664,0.664948453608247,0.293814432989691,0.324742268041237,0.389690721649485,0.365979381443299
"16",1009,515,1009515,0.00357453888888889,0.0227848332531285,0.793814432989691,0.319587628865979,0.907216494845361,0.825773195876289,0.922680412371134
"17",1009,516,1009516,0,0.0223214285714286,0.327319587628866,0.34020618556701,0.360824742268041,0.352061855670103,0.304123711340206
"18",1010,514,1010514,0.0518811116666667,0.0059831638866104,0.907216494845361,0.902061855670103,0.716494845360825,0.77319587628866,0.865979381443299
"19",1010,515,1010515,0.00728075545454545,0.00606060606060606,0.824742268041237,0.891752577319588,0.850515463917526,0.849484536082474,0.93298969072165
"20",1011,514,1011514,0.00719052846153846,0.00634396483874058,0.819587628865979,0.881443298969072,0.22680412371134,0.410824742268041,0.407216494845361
