"","Block_y","Tract","BID","Pdamage_avg","inv_dist_avg","Pdamage_PR","Efficiency_PR","SVI_PR_total","metric_sum","metric_PR"
"1",1000,515,1000515,0,0.0648656898656898,0.327319587628866,0.0412371134020619,0.585051546391753,0.232989690721649,0.0979381443298969
"2",1001,514,1001514,0.0284718304761905,0,0.881443298969072,0.744845360824742,0.518041237113402,0.690463917525773,0.79639175257732
"3",1001,515,1001515,3.33333333333333e-08,0.00617283950617283,0.698453608247423,0.474226804123711,0.371134020618557,0.465721649484536,0.391752577319588
"4",1002,514,1002514,0.0728365385714286,0,0.922680412371134,0.744845360824742,0.577319587628866,0.712371134020619,0.835051546391753
"5",1003,514,1003514,0.109959724,0,0.963917525773196,0.744845360824742,0.891752577319588,0.810824742268041,0.974226804123711
"6",1003,515,1003515,6.66666666666667e-08,0.0128205128205128,0.724226804123711,0.438144329896907,1,0.635309278350515,0.721649484536082
"7",1004,515,1004515,1e-07,0,0.75,0.744845360824742,0.927835051546392,0.800257731958763,0.95360824742268
"8",1005,514,1005514,0.0971567671428571,0,0.948453608247423,0.744845360824742,0.88659793814433,0.807731958762887,0.969072164948454
"9",1005,515,1005515,0,0.160384615384615,0.327319587628866,0.00515463917525773,0.984536082474227,0.331185567010309,0.27319587628866
"10",1006,514,1006514,0.0164314377777778,0,0.850515463917526,0.744845360824742,0.855670103092783,0.788659793814433,0.943298969072165
"11",1006,515,1006515,0,0.0352408573901449,0.327319587628866,0.134020618556701,0.646907216494845,0.307216494845361,0.211340206185567
"12",1007,515,1007515,0,0.030109978631484,0.327319587628866,0.185567010309278,0.185567010309278,0.199742268041237,0.0567010309278351
"13",1008,514,1008514,0.0207039433333333,0,0.876288659793814,0.744845360824742,0.963917525773196,0.823711340206186,0.994845360824742
"14",1008,515,1008515,0,0.0200766960635382,0.327319587628866,0.329896907216495,0.396907216494845,0.349742268041237,0.298969072164948
"15",1008,516,1008516,1.42857142857143e-08,0.0238114568672664,0.664948453608247,0.268041237113402,0.324742268041237,0.324742268041237,0.257731958762887
