,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"(7413, 'dyne')",3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,1.829896907216496,1.829896907216496,1.829896907216496,1.829896907216496,1.829896907216496,0.216494845360825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(7413, 'dyn1')",3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,1.829896907216496,1.829896907216496,1.829896907216496,1.829896907216496,1.829896907216496,1.030927835051547,0.216494845360825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.835051546391753,0.0,0.0
"(7413, 'dyn2')",3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,1.829896907216496,1.829896907216496,1.829896907216496,1.829896907216496,1.829896907216496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(7413, 'dyn3')",3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,3.438144329896909,1.829896907216496,1.829896907216496,1.829896907216496,1.829896907216496,1.829896907216496,0.216494845360825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(7537, 'dyne')",29.961340206185568,9.337628865979383,28.971649484536087,28.971649484536087,25.239690721649488,11.36855670103093,11.36855670103093,10.471649484536083,5.087628865979382,5.087628865979382,5.087628865979382,5.087628865979382,5.087628865979382,3.301546391752578,2.2190721649484537,0.489690721649485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.670103092783506,0.0,0.0
"(7537, 'dyn1')",29.961340206185568,9.337628865979383,28.971649484536087,28.971649484536087,25.239690721649488,11.36855670103093,11.36855670103093,10.471649484536083,5.087628865979382,5.087628865979382,5.087628865979382,5.087628865979382,5.087628865979382,2.6572164948453607,0.9690721649484539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25257731958763,0.0,0.0
"(7537, 'dyn2')",29.961340206185568,9.337628865979383,28.971649484536087,28.971649484536087,25.239690721649488,11.36855670103093,11.36855670103093,10.471649484536083,5.087628865979382,5.087628865979382,5.087628865979382,5.087628865979382,5.087628865979382,3.301546391752578,0.9690721649484539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25257731958763,0.0,0.0
"(7537, 'dyn3')",29.961340206185568,9.337628865979383,28.971649484536087,28.971649484536087,25.239690721649488,11.36855670103093,11.36855670103093,10.471649484536083,5.087628865979382,5.087628865979382,5.087628865979382,5.087628865979382,5.087628865979382,2.3608247422680417,0.7474226804123709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198453608247424,0.0,0.0
"(9689, 'dyne')",13.750000000000002,9.087628865979383,10.216494845360826,8.25257731958763,5.644329896907217,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,3.1649484536082477,2.154639175257733,0.469072164948454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(9689, 'dyn1')",13.750000000000002,9.087628865979383,10.216494845360826,8.25257731958763,5.644329896907217,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,3.1649484536082477,2.154639175257733,0.664948453608248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(9689, 'dyn2')",13.750000000000002,9.087628865979383,10.216494845360826,8.25257731958763,5.644329896907217,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.0257731958762895,2.943298969072166,1.283505154639176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77319587628866,0.0,0.0
"(9689, 'dyn3')",13.750000000000002,9.087628865979383,10.216494845360826,8.25257731958763,5.644329896907217,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,4.7216494845360835,3.850515463917526,2.9896907216494846,0.88659793814433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77319587628866,0.0,0.0
