"","Block_y","Tract","BID","Pdamage_avg","inv_dist_avg","Pdamage_PR","Efficiency_PR","SVI_PR_total","metric_sum","metric_PR"
"122",2035,516,2035516,0,0.0470659407138536,0.327319587628866,0.0979381443298969,0.443298969072165,0.224226804123711,0.0618556701030928
"123",2036,516,2036516,0,0.0515469373092371,0.327319587628866,0.0618556701030928,0.938144329896907,0.255670103092783,0.123711340206186
"124",2037,516,2037516,0,0.0406245501180679,0.327319587628866,0.11340206185567,0.536082474226804,0.241237113402062,0.0979381443298969
"125",2038,516,2038516,0,0.0338627800986517,0.327319587628866,0.206185567010309,0.414948453608247,0.275515463917526,0.152061855670103
"126",2039,516,2039516,0,0.0321613962603952,0.327319587628866,0.22680412371134,0.621134020618557,0.306443298969072,0.216494845360825
"127",2040,516,2040516,0,0.0302324552533118,0.327319587628866,0.237113402061856,0.510309278350515,0.300515463917526,0.195876288659794
"128",2041,516,2041516,0,0.0524855330801622,0.327319587628866,0.0567010309278351,0.646907216494845,0.223969072164948,0.0567010309278351
"129",2042,516,2042516,0,0.0175438596491228,0.327319587628866,0.479381443298969,0.144329896907216,0.385051546391753,0.298969072164948
"130",2045,516,2045516,0,0.02504741978919,0.327319587628866,0.304123711340206,0.286082474226804,0.31159793814433,0.231958762886598
"131",2046,516,2046516,0,0.0269163647463021,0.327319587628866,0.27319587628866,0.108247422680412,0.278350515463918,0.170103092783505
"132",2047,516,2047516,0,0.0312729450660485,0.327319587628866,0.231958762886598,0.126288659793814,0.259536082474227,0.128865979381443
"133",2048,516,2048516,0,0.0263921915391041,0.327319587628866,0.278350515463918,0.319587628865979,0.302061855670103,0.201030927835052
"134",2049,516,2049516,0,0.0212854547093678,0.327319587628866,0.396907216494845,0.628865979381443,0.392268041237113,0.309278350515464
"135",2050,516,2050516,0,0.0196078431372549,0.327319587628866,0.443298969072165,0.149484536082474,0.367525773195876,0.278350515463918
"136",2051,516,2051516,0,0.0174031476997579,0.327319587628866,0.484536082474227,0.0567010309278351,0.378865979381443,0.283505154639175
"137",2052,516,2052516,0,0.0158770161290323,0.327319587628866,0.541237113402062,0.335051546391753,0.435051546391753,0.381443298969072
"138",3000,514,3000514,3.33333333333333e-08,0.0135752190546711,0.698453608247423,0.628865979381443,0.391752577319588,0.632989690721649,0.768041237113402
