,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"(7413, 'dyne')",4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,2.061855670103092,2.061855670103092,2.061855670103092,2.061855670103092,2.061855670103092,0.654639175257732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(7413, 'dyn1')",4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,2.061855670103092,2.061855670103092,2.061855670103092,2.061855670103092,2.061855670103092,1.3608247422680408,0.654639175257732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.938144329896907,0.0,0.0
"(7413, 'dyn2')",4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,2.061855670103092,2.061855670103092,2.061855670103092,2.061855670103092,2.061855670103092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(7413, 'dyn3')",4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,4.479381443298968,2.061855670103092,2.061855670103092,2.061855670103092,2.061855670103092,2.061855670103092,0.654639175257732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(7537, 'dyne')",35.81701030927835,13.046391752577318,34.817010309278345,34.817010309278345,31.172680412371136,14.659793814432987,14.659793814432987,12.92783505154639,5.768041237113401,5.768041237113401,5.768041237113401,5.768041237113401,5.768041237113401,4.175257731958762,2.762886597938144,0.664948453608247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0309278350515463,0.0,0.0
"(7537, 'dyn1')",35.81701030927835,13.046391752577318,34.817010309278345,34.817010309278345,31.172680412371136,14.659793814432987,14.659793814432987,12.92783505154639,5.768041237113401,5.768041237113401,5.768041237113401,5.768041237113401,5.768041237113401,3.45360824742268,1.350515463917525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.149484536082474,0.0,0.0
"(7537, 'dyn2')",35.81701030927835,13.046391752577318,34.817010309278345,34.817010309278345,31.172680412371136,14.659793814432987,14.659793814432987,12.92783505154639,5.768041237113401,5.768041237113401,5.768041237113401,5.768041237113401,5.768041237113401,4.175257731958762,1.350515463917525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.149484536082474,0.0,0.0
"(7537, 'dyn3')",35.81701030927835,13.046391752577318,34.817010309278345,34.817010309278345,31.172680412371136,14.659793814432987,14.659793814432987,12.92783505154639,5.768041237113401,5.768041237113401,5.768041237113401,5.768041237113401,5.768041237113401,3.438144329896906,1.34020618556701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.695876288659794,0.0,0.0
"(9689, 'dyne')",15.961340206185572,10.930412371134025,12.00773195876289,10.250000000000004,7.574742268041239,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,5.020618556701032,3.500000000000001,1.3402061855670109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(9689, 'dyn1')",15.961340206185572,10.930412371134025,12.00773195876289,10.250000000000004,7.574742268041239,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,5.020618556701032,3.500000000000001,2.010309278350516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(9689, 'dyn2')",15.961340206185572,10.930412371134025,12.00773195876289,10.250000000000004,7.574742268041239,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,5.817010309278352,4.304123711340207,2.768041237113403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778350515463918,0.0,0.0
"(9689, 'dyn3')",15.961340206185572,10.930412371134025,12.00773195876289,10.250000000000004,7.574742268041239,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,6.641752577319589,5.817010309278352,5.012886597938146,2.7268041237113407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778350515463918,0.0,0.0
