BID,Nearest_FID,N,M,block_M
1000515,7413,0,0.0,0.0618556701030928
1001514,7537,0,0.0,0.871134020618557
1001515,7537,1,0.706185567010309,0.690721649484536
1002514,7537,0,0.0,0.907216494845361
1003514,7537,0,0.0,0.989690721649485
1003515,7537,1,0.695876288659794,0.731958762886598
1004515,7537,0,0.0,0.829896907216495
1005514,7537,0,0.0,0.984536082474227
1005515,7413,0,0.0,0.170103092783505
1006514,7537,0,0.0,0.881443298969072
1006515,7537,0,0.0,0.185567010309278
1007515,7537,0,0.0,0.0695876288659794
1008514,7537,0,0.0,0.93298969072165
1008515,7537,0,0.0,0.329896907216495
1008516,9689,1,0.664948453608247,0.664948453608247
1009515,7537,1,0.762886597938144,0.768041237113402
1009516,9689,0,0.0,0.242268041237113
1010514,7537,0,0.0,0.922680412371134
1010515,7537,1,0.778350515463918,0.783505154639175
1011514,7537,0,0.0,0.814432989690722
1011515,7537,1,0.716494845360825,0.711340206185567
1011516,9689,0,0.0,0.845360824742268
1012514,7537,0,0.0,0.855670103092783
1012515,7537,0,0.0,0.298969072164948
1012516,9689,0,0.0,0.762886597938144
1013514,7537,0,0.0,0.948453608247423
1013515,7537,1,0.690721649484536,0.685567010309278
1013516,9689,0,0.0,0.804123711340206
1014514,7537,0,0.0,0.896907216494845
1014515,7537,0,0.0,0.237113402061856
1014516,9689,0,0.0,0.917525773195876
1015515,7413,0,0.0,0.0927835051546392
1015516,9689,0,0.0,0.891752577319588
1016514,7537,0,0.0,0.979381443298969
1016515,7413,0,0.0,0.0489690721649485
1016516,9689,0,0.0,0.798969072164949
1017514,7537,0,0.0,0.788659793814433
1017515,7413,0,0.0,0.0154639175257732
1017516,9689,1,0.77319587628866,0.77319587628866
1018514,7537,0,0.0,0.819587628865979
1018515,7413,0,0.0,0.177835051546392
1018516,9689,0,0.0,0.123711340206186
1019514,7537,0,0.0,0.969072164948454
1019515,7413,0,0.0,0.149484536082474
1019516,9689,0,0.0,0.0360824742268041
1020514,7537,0,0.0,0.865979381443299
1020515,7413,0,0.0,0.365979381443299
1020516,9689,0,0.0,0.22680412371134
